Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P3+4_MT_20210726,G1,Naïve_P2.3-3,Naïve_P2.3-3,,30.5691816492257,24.3896201030032,6.1795615462225015,6.168294869362302,6.367670162858783,0.2396038248178532,-0.1881086166362813,-0.1993752934964815,1.1482010607179818
Rd2.3_P3+4_MT_20210726,G2,Naïve_P2.3-3,Naïve_P2.3-3,,30.6832622102933,24.509176234376,6.174085975917301,,,,-0.19358418694148227,,
Rd2.3_P3+4_MT_20210726,G3,Naïve_P2.3-3,Naïve_P2.3-3,,30.6615211094694,24.5102840235223,6.151237085947102,,,,-0.2164330769116809,,
Rd2.3_P3+4_MT_20210726,G4,Naïve_P2.3-3,Naïve_P2.3-3,,30.2960093518748,24.0635384036323,6.232470948242501,6.190514192243966,,,-0.13519921461628215,-0.17715597061481722,1.1306527960603792
Rd2.3_P3+4_MT_20210726,G5,Naïve_P2.3-3,Naïve_P2.3-3,,30.2580348221323,24.0710415886207,6.186993233511597,,,,-0.18067692934718593,,
Rd2.3_P3+4_MT_20210726,G6,Naïve_P2.3-3,Naïve_P2.3-3,,30.2784114436292,24.1263330486514,6.152078394977799,,,,-0.21559176788098355,,
Rd2.3_P3+4_MT_20210726,H1,Naïve_P2.3-3,Naïve_P2.3-3,,30.9179377783546,24.3349637203416,6.582974058012997,6.6788327773715315,,,0.21530389515421433,0.31116261451274835,0.8059919783493686
Rd2.3_P3+4_MT_20210726,H2,Naïve_P2.3-3,Naïve_P2.3-3,,31.251290626293,24.3654948542761,6.885795772016898,,,,0.5181256091581155,,
Rd2.3_P3+4_MT_20210726,H3,Naïve_P2.3-3,Naïve_P2.3-3,,31.0675659720912,24.4998374700065,6.567728502084698,,,,0.2000583392259152,,
Rd2.3_P3+4_MT_20210726,H4,Naïve_P2.3-3,Naïve_P2.3-3,,30.6415314554583,24.1709877954488,6.4705436600095005,6.433038812457334,,,0.1028734971507177,0.06536864959855156,0.9557010775941752
Rd2.3_P3+4_MT_20210726,H5,Naïve_P2.3-3,Naïve_P2.3-3,,30.6781733314676,24.2472130242858,6.4309603071818024,,,,0.0632901443230196,,
Rd2.3_P3+4_MT_20210726,H6,Naïve_P2.3-3,Naïve_P2.3-3,,30.6856930336645,24.2880805634838,6.3976124701807,,,,0.029942307321917383,,
Rd2.3_P3+4_MT_20210726,G7,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.001986395874,24.5456505761764,9.4563358196976,,,,3.088665656838817,3.066880578901319,0.11933750468739607
Rd2.3_P3+4_MT_20210726,G8,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,33.9925724603692,24.5865101255403,9.406062334828903,,,,3.03839217197012,,
Rd2.3_P3+4_MT_20210726,G9,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.062754032542,24.6214999617882,9.441254070753804,,,,3.0735839078950207,,
Rd2.3_P3+4_MT_20210726,H7,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,35.068794778668,25.4064880602983,9.662306718369699,,,,3.294636555510916,3.4663018013167153,0.09047720661985499
Rd2.3_P3+4_MT_20210726,H8,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,35.695653541464,25.5074408495872,10.188212691876796,,,,3.820542529018013,,
Rd2.3_P3+4_MT_20210726,H9,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,35.212043083999,25.560646601719,9.65139648228,,,,3.2837263194212163,,
Rd2.3_P3+4_MT_20210726,G10,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,31.2836225968439,23.1536135142526,8.1300090825913,,,,1.7623389197325174,1.7703350860508837,0.2931406433962398
Rd2.3_P3+4_MT_20210726,G11,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,31.3814212526577,23.2529792276204,8.128442025037298,,,,1.7607718621785153,,
Rd2.3_P3+4_MT_20210726,G12,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,31.4563119828065,23.3007473437061,8.155564639100401,,,,1.7878944762416182,,
Rd2.3_P3+4_MT_20210726,H10,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,31.9643913041309,23.5403982614685,8.4239930426624,,,,2.0563228798036164,2.072474837985716,0.23775130449631976
Rd2.3_P3+4_MT_20210726,H11,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,32.0418636266965,23.5883512630165,8.453512363679998,,,,2.085842200821215,,
Rd2.3_P3+4_MT_20210726,H12,Ionis1375651_3_P2.3-3,Ionis1375651_3uM_P2.3-3,,32.0375712478221,23.594641651631,8.4429295961911,,,,2.0752594333323167,,
