Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P1+2_MT_20210723,O1,Naïve_P2.3-2,Naïve_P2.3-2,,30.5948909807763,24.7301936957121,5.864697285064199,5.9991395549767335,6.078841806202183,0.21461861358123577,-0.21414452113798355,-0.0797022512254492,1.0567999117521543
Rd2.3_P1+2_MT_20210723,O2,Naïve_P2.3-2,Naïve_P2.3-2,,30.8583708376779,24.7920027280525,6.066368109625401,,,,-0.01247369657678199,,
Rd2.3_P1+2_MT_20210723,O3,Naïve_P2.3-2,Naïve_P2.3-2,,30.8403734212641,24.7740201510235,6.066353270240601,,,,-0.012488535961582059,,
Rd2.3_P1+2_MT_20210723,O4,Naïve_P2.3-2,Naïve_P2.3-2,,30.6981492495927,24.2409876285069,6.457161621085799,6.381136389909332,,,0.378319814883616,0.30229458370714885,0.8109615485400113
Rd2.3_P1+2_MT_20210723,O5,Naïve_P2.3-2,Naïve_P2.3-2,,30.610882386439,24.3032117550074,6.3076706314315985,,,,0.2288288252294155,,
Rd2.3_P1+2_MT_20210723,O6,Naïve_P2.3-2,Naïve_P2.3-2,,30.7293443025224,24.3507673853118,6.378576917210598,,,,0.299735111008415,,
Rd2.3_P1+2_MT_20210723,P1,Naïve_P2.3-2,Naïve_P2.3-2,,31.3741951736485,25.5179708336097,5.8562243400388,5.879015107212201,,,-0.22261746616338307,-0.19982669898998218,1.1485603780694964
Rd2.3_P1+2_MT_20210723,P2,Naïve_P2.3-2,Naïve_P2.3-2,,31.2968958727214,25.3950899983358,5.901805874385602,,,,-0.17703593181658128,,
Rd2.3_P1+2_MT_20210723,P3,Naïve_P2.3-2,Naïve_P2.3-2,,30.8033291088152,26.3090492264687,,,,,,,
Rd2.3_P1+2_MT_20210723,P4,Naïve_P2.3-2,Naïve_P2.3-2,,30.8562389586501,24.7661014533077,6.090137505342398,6.0560761727104655,,,0.011295699140214666,-0.022765633491717452,1.0159050953131548
Rd2.3_P1+2_MT_20210723,P5,Naïve_P2.3-2,Naïve_P2.3-2,,30.9783470958316,24.7870068160883,6.191340279743301,,,,0.11249847354111786,,
Rd2.3_P1+2_MT_20210723,P6,Naïve_P2.3-2,Naïve_P2.3-2,,30.7461594135456,24.8594086804999,5.886750733045698,,,,-0.19209107315648488,,
Rd2.3_P1+2_MT_20210723,O7,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,33.6469127929969,25.6651610230803,7.981751769916599,,,,1.902909963714416,2.4936575426632817,0.17755556177231566
Rd2.3_P1+2_MT_20210723,O8,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,34.6881510781694,25.5794505660547,9.108700512114698,,,,3.029858705912515,,
Rd2.3_P1+2_MT_20210723,O9,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,34.2406589739528,25.6136132093877,8.627045764565096,,,,2.5482039583629135,,
