Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P5+6_Total_20210726,O1,Naïve_P2.3-6,Naïve_P2.3-6,,28.6714615918514,23.0163485220613,5.655113069790101,5.641148318023767,5.728972011425625,0.06866089268493251,-0.07385894163552376,-0.08782369340185792,1.0627657896183873
Rd2.3_P5+6_Total_20210726,O2,Naïve_P2.3-6,Naïve_P2.3-6,,28.679288453688,23.0599806509181,5.6193078027698995,,,,-0.10966420865572513,,
Rd2.3_P5+6_Total_20210726,O3,Naïve_P2.3-6,Naïve_P2.3-6,,28.7327972122883,23.083773130777,5.6490240815113,,,,-0.07994792991432487,,
Rd2.3_P5+6_Total_20210726,O4,Naïve_P2.3-6,Naïve_P2.3-6,,28.4307968934309,22.744673016007,5.686123877423903,5.709636711218367,,,-0.04284813400172194,-0.01933530020725775,1.0134924209882008
Rd2.3_P5+6_Total_20210726,O5,Naïve_P2.3-6,Naïve_P2.3-6,,28.5592457868356,22.8102888148119,5.748956972023699,,,,0.019984960598073975,,
Rd2.3_P5+6_Total_20210726,O6,Naïve_P2.3-6,Naïve_P2.3-6,,28.4884764116862,22.7946471274787,5.693829284207499,,,,-0.03514272721812528,,
Rd2.3_P5+6_Total_20210726,P1,Naïve_P2.3-6,Naïve_P2.3-6,,28.9548833845854,23.3151287428887,5.639754641696701,5.770010084061301,,,-0.08921736972892358,0.04103807263567649,0.9719553377997799
Rd2.3_P5+6_Total_20210726,P2,Naïve_P2.3-6,Naïve_P2.3-6,,29.2548231184108,23.4050429668583,5.849780151552501,,,,0.12080814012687657,,
Rd2.3_P5+6_Total_20210726,P3,Naïve_P2.3-6,Naïve_P2.3-6,,29.2171682313696,23.3966727724349,5.820495458934701,,,,0.09152344750907648,,
Rd2.3_P5+6_Total_20210726,P4,Naïve_P2.3-6,Naïve_P2.3-6,,29.1311260499906,23.245357185578,5.885768864412597,5.795092932399066,,,0.15679685298697255,0.06612092097344154,0.9552028717128508
Rd2.3_P5+6_Total_20210726,P5,Naïve_P2.3-6,Naïve_P2.3-6,,28.9929330979456,23.3139912489811,5.678941848964499,,,,-0.050030162461125904,,
Rd2.3_P5+6_Total_20210726,P6,Naïve_P2.3-6,Naïve_P2.3-6,,29.2131220989074,23.3925540150873,5.820568083820103,,,,0.09159607239447798,,
Rd2.3_P5+6_Total_20210726,O7,Ionis1375651_10_P2.3-6,Ionis1375651_10uM_P2.3-6,,33.4912454615212,23.9086073155741,9.582638145947104,,,,3.8536661345214798,3.8169270592615447,0.07095621874529208
Rd2.3_P5+6_Total_20210726,O8,Ionis1375651_10_P2.3-6,Ionis1375651_10uM_P2.3-6,,33.1471277947824,23.9847020214936,9.162425773288799,,,,3.4334537618631744,,
Rd2.3_P5+6_Total_20210726,O9,Ionis1375651_10_P2.3-6,Ionis1375651_10uM_P2.3-6,,33.8911301694781,23.9984968766525,9.892633292825604,,,,4.163661281399979,,
Rd2.3_P5+6_Total_20210726,P7,Ionis1375651_10_P2.3-6,Ionis1375651_10uM_P2.3-6,,35.5910440183395,25.7056203936772,9.885423624662302,,,,4.156451613236677,4.40289589763931,0.04727116079666805
Rd2.3_P5+6_Total_20210726,P8,Ionis1375651_10_P2.3-6,Ionis1375651_10uM_P2.3-6,,36.1745512285068,25.7549248970059,10.4196263315009,,,,4.690654320075276,,
Rd2.3_P5+6_Total_20210726,P9,Ionis1375651_10_P2.3-6,Ionis1375651_10uM_P2.3-6,,35.8967888082623,25.8062350372307,10.090553771031601,,,,4.3615817596059765,,
Rd2.3_P5+6_Total_20210726,O10,Ionis1375651_3_P2.3-6,Ionis1375651_3uM_P2.3-6,,30.1114069336732,22.8176257258651,7.293781207808102,,,,1.5648091963824777,1.5585568314969764,0.3394905139894801
Rd2.3_P5+6_Total_20210726,O11,Ionis1375651_3_P2.3-6,Ionis1375651_3uM_P2.3-6,,30.2472140652126,22.9024404489429,7.344773616269698,,,,1.6158016048440738,,
Rd2.3_P5+6_Total_20210726,O12,Ionis1375651_3_P2.3-6,Ionis1375651_3uM_P2.3-6,,30.0766226426893,22.8525909379993,7.224031704690002,,,,1.4950596932643778,,
Rd2.3_P5+6_Total_20210726,P10,Ionis1375651_3_P2.3-6,Ionis1375651_3uM_P2.3-6,,33.217288194613,24.3537739655574,8.863514229055596,,,,3.1345422176299715,2.9019149484815068,0.1337939746564888
Rd2.3_P5+6_Total_20210726,P11,Ionis1375651_3_P2.3-6,Ionis1375651_3uM_P2.3-6,,33.0848983394302,24.4336248071739,8.651273532256297,,,,2.922301520830673,,
Rd2.3_P5+6_Total_20210726,P12,Ionis1375651_3_P2.3-6,Ionis1375651_3uM_P2.3-6,,32.9150508534956,24.5371777350861,8.3778731184095,,,,2.6489011069838755,,
Rd2.3_P5+6_Total_20210726,O13,Ionis676630_10_P2.3-6,Ionis676630_10uM_P2.3-6,,31.0083626974291,24.5400396501302,6.468323047298899,,,,0.7393510358732742,0.8144799835631753,0.5686134052077365
Rd2.3_P5+6_Total_20210726,O14,Ionis676630_10_P2.3-6,Ionis676630_10uM_P2.3-6,,31.1137087462969,24.6425112764274,6.471197469869502,,,,0.742225458443877,,
Rd2.3_P5+6_Total_20210726,O15,Ionis676630_10_P2.3-6,Ionis676630_10uM_P2.3-6,,31.3750306240218,24.6841951562238,6.690835467797999,,,,0.9618634563723747,,
