Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P1+2_Total_20210723,O1,Naïve_P2.3-2,Naïve_P2.3-2,,30.0346947980608,24.7708137578283,5.263881040232501,5.305519611854732,5.362939089354558,0.08013099413789286,-0.09905804912205696,-0.05741947749982638,1.0406027878379032
Rd2.3_P1+2_Total_20210723,O2,Naïve_P2.3-2,Naïve_P2.3-2,,30.0737386218078,24.777804549523,5.295934072284798,,,,-0.0670050170697607,,
Rd2.3_P1+2_Total_20210723,O3,Naïve_P2.3-2,Naïve_P2.3-2,,30.2228679531782,24.8661242301313,5.356743723046897,,,,-0.006195366307661487,,
Rd2.3_P1+2_Total_20210723,O4,Naïve_P2.3-2,Naïve_P2.3-2,,29.7391484498312,24.3630151948863,5.3761332549449,5.4200945153894,,,0.013194165590341811,0.05715542603484162,0.9611573743300931
Rd2.3_P1+2_Total_20210723,O5,Naïve_P2.3-2,Naïve_P2.3-2,,29.7586578985486,24.3169317972426,5.441726101305999,,,,0.07878701195144089,,
Rd2.3_P1+2_Total_20210723,O6,Naïve_P2.3-2,Naïve_P2.3-2,,29.8241654728575,24.3817412829402,5.4424241899173005,,,,0.07948510056274216,,
Rd2.3_P1+2_Total_20210723,P1,Naïve_P2.3-2,Naïve_P2.3-2,,30.5404533518105,25.3574967695563,5.182956582254199,5.2833868798789,,,-0.1799825071003589,-0.07955220947565896,1.056690009202887
Rd2.3_P1+2_Total_20210723,P2,Naïve_P2.3-2,Naïve_P2.3-2,,30.7197376357546,25.5148805422541,5.2048570935005,,,,-0.15808199585405802,,
Rd2.3_P1+2_Total_20210723,P3,Naïve_P2.3-2,Naïve_P2.3-2,,30.8728991531999,25.4105521893179,5.462346963881998,,,,0.09940787452744004,,
Rd2.3_P1+2_Total_20210723,P4,Naïve_P2.3-2,Naïve_P2.3-2,,30.1943853234256,24.6722632297141,5.5221220937114985,5.4427553502952,,,0.15918300435694022,0.07981626094064136,0.9461781426078486
Rd2.3_P1+2_Total_20210723,P5,Naïve_P2.3-2,Naïve_P2.3-2,,30.1817561608559,24.7821847600101,5.399571400845801,,,,0.036632311491242575,,
Rd2.3_P1+2_Total_20210723,P6,Naïve_P2.3-2,Naïve_P2.3-2,,30.2615214473432,24.8549488910149,5.4065725563283,,,,0.043633466973741264,,
Rd2.3_P1+2_Total_20210723,O7,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,35.1373531815439,25.763821856557,9.3735313249869,,,,4.010592235632341,3.4763618862067758,0.08984849284378843
Rd2.3_P1+2_Total_20210723,O8,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,34.5125520837638,25.8333302859282,8.679221797835602,,,,3.316282708481044,,
Rd2.3_P1+2_Total_20210723,O9,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,34.2977610648407,25.8326112609792,8.4651498038615,,,,3.102210714506942,,
Rd2.3_P1+2_Total_20210723,P7,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,36.7682511242003,26.7527260063275,10.015525117872798,,,,4.65258602851824,4.893219376784542,0.03365070692702604
Rd2.3_P1+2_Total_20210723,P8,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,37.1548639880137,26.8270581889796,10.327805799034103,,,,4.964866709679544,,
Rd2.3_P1+2_Total_20210723,P9,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,,37.2328672537783,26.8077227722679,10.4251444815104,,,,5.0622053921558425,,
Rd2.3_P1+2_Total_20210723,O10,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,,30.8031156966985,24.0528839319998,6.7502317646987,,,,1.387292675344142,1.3825889498466755,0.3835299240292118
Rd2.3_P1+2_Total_20210723,O11,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,,30.9031738966933,24.1335267999241,6.7696470967692015,,,,1.4067080074146432,,
Rd2.3_P1+2_Total_20210723,O12,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,,30.931948064761,24.2152428086252,6.7167052561358,,,,1.3537661667812415,,
